category,stimulus,preamble,prompt,response_no,response,matches,preamble_type,ground_truth,prompt_type
dog,labrador_3,You are an AI assistant.,Does this image contain a dalmatian? Answer true or false.,response_1,False.,True,default,False,subordinate
dog,labrador_2,You are an AI assistant.,Does this image contain a dalmatian? Answer true or false.,response_1,False.,True,default,False,subordinate
dog,poodle_1,You are an AI assistant.,Does this image contain a dalmatian? Answer true or false.,response_1,False.,True,default,False,subordinate
dog,wolfhound_4,You are an AI assistant.,Does this image contain a dalmatian? Answer true or false.,response_1,False.,True,default,False,subordinate
dog,poodle_3,You are an AI assistant.,Does this image contain a dalmatian? Answer true or false.,response_1,False.,True,default,False,subordinate
dog,labrador_1,You are an AI assistant.,Does this image contain a dalmatian? Answer true or false.,response_1,False.,True,default,False,subordinate
dog,poodle_2,You are an AI assistant.,Does this image contain a dalmatian? Answer true or false.,response_1,False.,True,default,False,subordinate
dog,wolfhound_3,You are an AI assistant.,Does this image contain a dalmatian? Answer true or false.,response_1,False.,True,default,False,subordinate
dog,labrador_4,You are an AI assistant.,Does this image contain a dalmatian? Answer true or false.,response_1,False.,True,default,False,subordinate
dog,wolfhound_2,You are an AI assistant.,Does this image contain a dalmatian? Answer true or false.,response_1,False.,True,default,False,subordinate
dog,poodle_4,You are an AI assistant.,Does this image contain a dalmatian? Answer true or false.,response_1,False.,True,default,False,subordinate
dog,wolfhound_1,You are an AI assistant.,Does this image contain a dalmatian? Answer true or false.,response_1,False.,True,default,False,subordinate
dog,dachshund_2,You are an AI assistant.,Does this image contain a dalmatian? Answer true or false.,response_1,False.,True,default,False,subordinate
dog,collie_4,You are an AI assistant.,Does this image contain a dalmatian? Answer true or false.,response_1,False.,True,default,False,subordinate
dog,beagle_3,You are an AI assistant.,Does this image contain a dalmatian? Answer true or false.,response_1,False.,True,default,False,subordinate
dog,beagle_2,You are an AI assistant.,Does this image contain a dalmatian? Answer true or false.,response_1,False.,True,default,False,subordinate
dog,dachshund_3,You are an AI assistant.,Does this image contain a dalmatian? Answer true or false.,response_1,False.,True,default,False,subordinate
dog,dachshund_1,You are an AI assistant.,Does this image contain a dalmatian? Answer true or false.,response_1,False.,True,default,False,subordinate
dog,beagle_1,You are an AI assistant.,Does this image contain a dalmatian? Answer true or false.,response_1,False.,True,default,False,subordinate
dog,collie_2,You are an AI assistant.,Does this image contain a dalmatian? Answer true or false.,response_1,False.,True,default,False,subordinate
dog,dachshund_4,You are an AI assistant.,Does this image contain a dalmatian? Answer true or false.,response_1,False.,True,default,False,subordinate
dog,beagle_4,You are an AI assistant.,Does this image contain a dalmatian? Answer true or false.,response_1,False.,True,default,False,subordinate
dog,collie_3,You are an AI assistant.,Does this image contain a dalmatian? Answer true or false.,response_1,False.,True,default,False,subordinate
dog,collie_1,You are an AI assistant.,Does this image contain a dalmatian? Answer true or false.,response_1,False.,True,default,False,subordinate
dog,dalmatian_4,You are an AI assistant.,Does this image contain a spaniel? Answer true or false.,response_1,False.,True,default,False,subordinate
dog,spaniel_4,You are an AI assistant.,Does this image contain a dalmatian? Answer true or false.,response_1,False.,True,default,False,subordinate
dog,dalmatian_2,You are an AI assistant.,Does this image contain a spaniel? Answer true or false.,response_1,False.,True,default,False,subordinate
dog,spaniel_3,You are an AI assistant.,Does this image contain a dalmatian? Answer true or false.,response_1,False.,True,default,False,subordinate
dog,spaniel_2,You are an AI assistant.,Does this image contain a dalmatian? Answer true or false.,response_1,False.,True,default,False,subordinate
dog,dalmatian_3,You are an AI assistant.,Does this image contain a spaniel? Answer true or false.,response_1,False.,True,default,False,subordinate
dog,dalmatian_1,You are an AI assistant.,Does this image contain a spaniel? Answer true or false.,response_1,False.,True,default,False,subordinate
dog,spaniel_1,You are an AI assistant.,Does this image contain a dalmatian? Answer true or false.,response_1,False.,True,default,False,subordinate
dog,chihuahua_2,You are an AI assistant.,Does this image contain a dalmatian? Answer true or false.,response_1,False.,True,default,False,subordinate
dog,chihuahua_3,You are an AI assistant.,Does this image contain a dalmatian? Answer true or false.,response_1,False.,True,default,False,subordinate
dog,bulldog_1,You are an AI assistant.,Does this image contain a dalmatian? Answer true or false.,response_1,False.,True,default,False,subordinate
dog,bulldog_3,You are an AI assistant.,Does this image contain a dalmatian? Answer true or false.,response_1,False.,True,default,False,subordinate
dog,chihuahua_1,You are an AI assistant.,Does this image contain a dalmatian? Answer true or false.,response_1,False.,True,default,False,subordinate
dog,bulldog_2,You are an AI assistant.,Does this image contain a dalmatian? Answer true or false.,response_1,False.,True,default,False,subordinate
dog,chihuahua_4,You are an AI assistant.,Does this image contain a dalmatian? Answer true or false.,response_1,False.,True,default,False,subordinate
dog,bulldog_4,You are an AI assistant.,Does this image contain a dalmatian? Answer true or false.,response_1,False.,True,default,False,subordinate
bird,robin_3,You are an AI assistant.,Does this image contain a chicken? Answer true or false.,response_1,False.,True,default,False,subordinate
bird,robin_2,You are an AI assistant.,Does this image contain a chicken? Answer true or false.,response_1,False.,True,default,False,subordinate
bird,robin_1,You are an AI assistant.,Does this image contain a chicken? Answer true or false.,response_1,False.,True,default,False,subordinate
bird,robin_4,You are an AI assistant.,Does this image contain a chicken? Answer true or false.,response_1,False.,True,default,False,subordinate
bird,cockatoo_1,You are an AI assistant.,Does this image contain a chicken? Answer true or false.,response_1,False.,True,default,False,subordinate
bird,goose_4,You are an AI assistant.,Does this image contain a chicken? Answer true or false.,response_1,False.,True,default,False,subordinate
bird,cockatoo_2,You are an AI assistant.,Does this image contain a chicken? Answer true or false.,response_1,False.,True,default,False,subordinate
bird,cockatoo_3,You are an AI assistant.,Does this image contain a chicken? Answer true or false.,response_1,False.,True,default,False,subordinate
bird,goose_3,You are an AI assistant.,Does this image contain a chicken? Answer true or false.,response_1,False.,True,default,False,subordinate
bird,goose_2,You are an AI assistant.,Does this image contain a chicken? Answer true or false.,response_1,False.,True,default,False,subordinate
bird,cockatoo_4,You are an AI assistant.,Does this image contain a chicken? Answer true or false.,response_1,False.,True,default,False,subordinate
bird,goose_1,You are an AI assistant.,Does this image contain a chicken? Answer true or false.,response_1,False.,True,default,False,subordinate
bird,duck_1,You are an AI assistant.,Does this image contain a chicken? Answer true or false.,response_1,False.,True,default,False,subordinate
bird,duck_2,You are an AI assistant.,Does this image contain a chicken? Answer true or false.,response_1,False.,True,default,False,subordinate
bird,duck_3,You are an AI assistant.,Does this image contain a chicken? Answer true or false.,response_1,False.,True,default,False,subordinate
bird,ostrich_3,You are an AI assistant.,Does this image contain a chicken? Answer true or false.,response_1,False.,True,default,False,subordinate
bird,duck_4,You are an AI assistant.,Does this image contain a chicken? Answer true or false.,response_1,False.,True,default,False,subordinate
bird,chicken_1,You are an AI assistant.,Does this image contain a goose? Answer true or false.,response_1,False.,True,default,False,subordinate
bird,ostrich_1,You are an AI assistant.,Does this image contain a chicken? Answer true or false.,response_1,False.,True,default,False,subordinate
bird,kingfisher_2,You are an AI assistant.,Does this image contain a chicken? Answer true or false.,response_1,False.,True,default,False,subordinate
